sbd,toán,ngữ văn,lịch sử,địa lí,giáo dục công dân,sinh học,vật lý,hóa học,ngoại ngữ
4004157,4.8,3.75,5.75,6.25,7,-1,-1,-1,3.2
4004158,5.8,5.75,3.75,5,7.75,-1,-1,-1,2.8
4004159,1.8,2.5,4.25,5,7.25,-1,-1,-1,3.2
4004160,5.2,7,4.25,5.25,7.75,-1,-1,-1,8.2
4004161,6.8,7.5,4.25,6.5,8.75,-1,-1,-1,3.8
4004162,4.6,8.25,-1,-1,-1,-1,-1,-1,-1
4004163,3,6.25,6.5,6.25,-1,-1,-1,-1,-1
4004164,2.8,5.75,4.75,4.75,-1,-1,-1,-1,-1
4004165,3,3.75,7.5,7.5,-1,-1,-1,-1,-1
4004166,3.2,1.25,3.25,3.75,-1,-1,-1,-1,-1
4004167,2.4,3.25,2.75,5.25,-1,-1,-1,-1,-1
4004168,4.6,5,6,6.25,-1,-1,-1,-1,-1
4004169,2.4,3.75,3.75,5,-1,-1,-1,-1,-1
4004170,2.6,3.25,3,4.75,-1,-1,-1,-1,-1
4004171,2,6.25,5.75,6.75,-1,-1,-1,-1,-1
4004172,3.2,4.25,4,4.25,-1,-1,-1,-1,-1
4004173,4.8,6,8,8.5,-1,-1,-1,-1,-1
4004174,1.4,5.5,4.5,5.25,-1,-1,-1,-1,-1
4004175,2.6,3.25,4.5,4.5,-1,-1,-1,-1,-1
4004176,6.8,5.5,-1,-1,-1,5,7,7,-1
4004177,5,4.75,4,4.75,-1,-1,-1,-1,-1
4004178,3.2,3.25,4,5.25,-1,-1,-1,-1,-1
4004179,4,5.75,3,5.5,-1,-1,-1,-1,-1
4004180,3,4.5,3.25,6,-1,-1,-1,-1,-1
4004181,4,5,4.75,5.5,-1,-1,-1,-1,-1
4004182,4.2,5.25,6.5,5,-1,-1,-1,-1,-1
4004183,3.4,2.5,5,5.25,-1,-1,-1,-1,-1
4004184,8.4,-1,-1,-1,-1,-1,7,8,-1
4004185,3.6,2.25,5.5,4.5,-1,-1,-1,-1,-1
4004186,3.6,3.5,3.25,5.5,-1,-1,-1,-1,-1
4004187,2.6,4.25,5.25,4.75,-1,-1,-1,-1,-1
4004188,4.6,3,3.5,3.25,-1,-1,-1,-1,-1
4004189,3,4.5,5.75,5.5,-1,-1,-1,-1,-1
4004190,3,2.5,2.5,2.25,-1,-1,-1,-1,-1
4004191,3,3.25,3.75,6,-1,-1,-1,-1,-1
4004192,4.2,4.5,6,5.25,-1,-1,-1,-1,-1
4004193,5.2,6,5.5,6,-1,-1,-1,-1,-1
4004194,4.8,3.5,7.75,4.75,-1,-1,-1,-1,-1
4004195,3.4,2.75,3.5,4.25,-1,-1,-1,-1,-1
4004196,3,3,3.25,3.25,-1,-1,-1,-1,-1
4004197,6.2,7,-1,-1,-1,-1,-1,-1,-1
4004198,2.6,4,5,4.5,-1,-1,-1,-1,-1
4004199,3.2,3.75,4,5.75,-1,-1,-1,-1,-1
4004200,5,4.5,4.25,4.75,-1,-1,-1,-1,-1
4004201,4.6,3.25,5.75,7.5,-1,-1,-1,-1,-1
4004202,2.4,2.75,3.25,3.75,-1,-1,-1,-1,-1
4004203,4.6,4,4,7.25,-1,-1,-1,-1,-1
4004204,2.8,5.25,5,4.5,-1,-1,-1,-1,-1
4004205,4.6,3.75,3.5,6.75,-1,-1,-1,-1,-1
4004206,2.2,4,2.5,5.5,-1,-1,-1,-1,-1
4004207,3.2,2,4,5.5,-1,-1,-1,-1,-1
4004208,3.8,3.5,5.5,5.75,-1,-1,-1,-1,-1
4004209,3.6,5.5,8,7.5,-1,-1,-1,-1,-1
4004210,3.2,3.5,2.5,6,-1,-1,-1,-1,-1
4004211,5,6,6.25,5.5,-1,-1,-1,-1,-1
4004212,3.4,4.75,6.5,6.75,-1,-1,-1,-1,-1
4004213,3.4,3.75,4.25,5.25,-1,-1,-1,-1,-1
4004214,1.8,2,4.5,4,-1,-1,-1,-1,-1
4004215,1.8,2.75,3.5,4,-1,-1,-1,-1,-1
4004216,8.6,-1,-1,-1,-1,4,8,9,-1
4004217,3.2,3,3.25,2.75,-1,-1,-1,-1,-1
4004218,2.4,2.75,4,5,-1,-1,-1,-1,-1
4004219,6.4,3.75,-1,-1,-1,6,6,7,-1
4004220,4.8,4.25,4.25,6.25,-1,-1,-1,-1,-1
4004221,3,1.75,3.25,3.75,-1,-1,-1,-1,-1
4004222,7.2,6.75,7.5,7,-1,-1,-1,-1,-1
4004223,2.2,2.75,4.25,3.5,-1,-1,-1,-1,-1
4004224,3.8,3.5,4,4.75,-1,-1,-1,-1,-1
4004225,3,3,2.25,4.5,-1,-1,-1,-1,-1
4004226,2.8,3.75,3.75,5.75,4.5,-1,-1,-1,-1
4004227,3.4,4,2,5.25,-1,-1,-1,-1,-1
4004228,2.4,3.5,2.5,4,-1,-1,-1,-1,-1
4004229,7.6,9,8.25,8.75,9.25,-1,-1,-1,-1
4004230,2.6,5.25,4.75,5.75,-1,-1,-1,-1,-1
4004231,4.2,5,6.5,5.5,8.75,-1,-1,-1,-1
4004232,4,3.75,4.5,4,-1,-1,-1,-1,-1
4004233,6,-1,-1,-1,-1,6,-1,6,-1
4004234,5.8,7,-1,-1,-1,-1,-1,-1,-1
4004235,6.6,4.5,3.75,6,-1,-1,-1,-1,-1
4004236,4,3.75,3.5,4.25,-1,-1,-1,-1,-1
4004237,4.6,-1,-1,-1,-1,-1,-1,-1,-1
4004238,4,4,4.25,6,-1,-1,-1,-1,-1
4004239,4.2,2.25,3,3.5,-1,-1,-1,-1,-1
4004240,2,1.5,2.75,3.75,-1,-1,-1,-1,-1
4004241,3.2,4.25,3.5,3.75,-1,-1,-1,-1,-1
4004242,3.6,5,3.75,3,-1,-1,-1,-1,-1
4004243,3.8,4,4,5,-1,-1,-1,-1,-1
4004244,3.8,6.5,3.75,4,-1,-1,-1,-1,-1
4004245,4.6,4,3,5.5,-1,-1,-1,-1,-1
4004246,4.6,2,6.75,5.5,-1,-1,-1,-1,-1
4004247,1.8,3.5,2.25,4.5,-1,-1,-1,-1,-1
4004248,5.8,4.5,5.25,4.5,-1,-1,-1,-1,-1
4004249,5.4,4,5,6.5,-1,-1,-1,-1,-1
4004250,3.8,3.5,4.5,5,-1,-1,-1,-1,-1
4004251,3,3.5,3.25,4.5,-1,-1,-1,-1,-1
4004252,2.6,3.5,6.25,5,-1,-1,-1,-1,-1
4004253,7.8,-1,-1,-1,-1,8,-1,8,-1
4004254,4.8,3,4,4.5,-1,-1,-1,-1,-1
4004255,6.8,4.75,5.5,7.5,-1,-1,-1,-1,-1
4004256,6.4,5.25,-1,-1,-1,7,7,7,-1
4004257,7.4,-1,-1,-1,-1,-1,8,7,-1
4004258,4.2,5,4.5,6,-1,-1,-1,-1,-1
4004259,2.8,3,4,5.75,-1,-1,-1,-1,-1
4004260,1.8,1.25,3.5,3.25,-1,-1,-1,-1,-1
4004261,1.2,2.75,2.75,3,-1,-1,-1,-1,-1
4004262,4.8,3,5.75,7,-1,-1,-1,-1,-1
4004263,2.6,3.5,3,5.5,-1,-1,-1,-1,-1
4004264,4.4,4.25,5.5,5,-1,-1,-1,-1,-1
4004265,5.4,2.75,5,6.25,-1,-1,-1,-1,-1
4004266,8.4,8.25,-1,-1,-1,-1,-1,-1,8
4004267,3,3,4.25,5.75,-1,-1,-1,-1,-1
4004268,2.2,3,4.5,4.75,-1,-1,-1,-1,-1
4004269,2.8,2.75,1.25,2.75,-1,-1,-1,-1,-1
4004270,6.6,5,5.75,6.25,-1,-1,-1,-1,-1
4004271,2.6,3.25,3.75,4,-1,-1,-1,-1,-1
4004272,3.2,3.75,3.25,5,-1,-1,-1,-1,-1
4004273,2.8,4,5.25,5.5,-1,-1,-1,-1,-1
4004274,3.4,3,3.5,3.5,-1,-1,-1,-1,-1
4004275,3,3,4.5,4.25,-1,-1,-1,-1,-1
4004276,2.2,3.75,5.75,4.25,-1,-1,-1,-1,-1
4004277,4,4.25,7,6,-1,-1,-1,-1,-1
4004278,4.4,4.75,5.75,6,-1,-1,-1,-1,-1
4004279,1.4,3.5,4,5.5,-1,-1,-1,-1,-1
4004280,2.4,4.5,2,2,-1,-1,-1,-1,-1
4004281,2.8,4.5,4.75,4.75,-1,-1,-1,-1,-1
4004282,4.6,4,5,4.5,-1,-1,-1,-1,-1
4004283,1.8,2,6.75,4.5,-1,-1,-1,-1,-1
4004284,3.8,4.25,6.75,7.25,-1,-1,-1,-1,-1
4004285,2.8,3.75,3.25,3.5,-1,-1,-1,-1,-1
4004286,5.4,4,4.25,4.25,-1,-1,-1,-1,-1
4004287,3.4,4.5,4.25,5,-1,-1,-1,-1,-1
4004288,5,5,5.75,5.75,-1,-1,-1,-1,-1
4004289,5.8,6.25,3,5.5,-1,-1,-1,-1,-1
4004290,4.4,2.5,-1,4.25,-1,-1,-1,-1,1.8
4004291,5.4,3.5,4.5,5,-1,-1,-1,-1,-1
4004292,3.4,5,5.75,7,-1,-1,-1,-1,-1
4004293,5.4,4.25,7.25,6.5,-1,-1,-1,-1,-1
4004294,5.4,3.25,4.75,5,-1,-1,-1,-1,-1
4004295,-1,-1,-1,-1,-1,-1,-1,-1,4.2
4004296,2.2,4,4.5,6.75,8,-1,-1,-1,3.6
4004297,2.6,3.5,3.5,3.75,6.75,-1,-1,-1,2.8
4004298,4.2,3.25,3.25,-1,-1,-1,-1,-1,2.6
4004299,8.2,8.25,-1,-1,-1,-1,-1,-1,8.8
4004300,6.6,8,8.75,8.25,7.75,-1,-1,-1,6.4
4004301,5.2,6,5,6.5,8,-1,-1,-1,4
4004302,7.8,5.75,-1,-1,-1,6,7,7,5.8
4004303,8,6.5,-1,-1,-1,7,8,7,4.2
4004304,8.6,5,-1,-1,-1,6,8,8,5.4
4004305,7.6,6.25,-1,-1,-1,6,7,8,4.6
4004306,7,6,-1,-1,-1,6,6,8,4.4
4004307,7.8,6,-1,-1,-1,6,8,6,6.4
4004308,7.8,6,-1,-1,-1,4,4,4,4.2
4004309,9,5.75,-1,-1,-1,6,10,10,5.6
4004310,8.8,7,-1,-1,-1,6,8,8,8.8
4004311,7.6,6,-1,-1,-1,4,5,4,5.4
4004312,6.6,4.75,-1,-1,-1,4,5,5,3.8
4004313,6.8,5,-1,-1,-1,5,4,4,2.8
4004314,7.8,7,-1,-1,-1,6,7,8,5.8
4004315,6,5.75,-1,-1,-1,5,5,6,9
4004316,7,6.25,-1,-1,-1,5,5,6,3
4004317,7,4,-1,-1,-1,7,8,8,4
4004318,7.8,4.5,-1,-1,-1,5,5,3,7.2
4004319,5.6,5.5,-1,-1,-1,6,6,7,7
4004320,8.2,6.5,-1,-1,-1,7,7,7,4
4004321,8,5.25,-1,-1,-1,8,3,7,5
4004322,7.2,4.75,-1,-1,-1,4,7,8,4.2
4004323,7.8,6.75,-1,-1,-1,5,8,8,6
4004324,6.8,6.5,-1,-1,-1,6,7,3,8
4004325,4.8,6,-1,-1,-1,4,4,4,3.4
4004326,8.4,5,-1,-1,-1,10,6,9,7.8
4004327,8,7,-1,-1,-1,4,6,6,5.6
4004328,7.4,4.75,-1,-1,-1,5,7,4,6.8
4004329,7.6,5.25,-1,-1,-1,7,6,6,4.8
4004330,7.6,6,-1,-1,-1,7,6,8,6.6
4004331,6.2,7.25,-1,-1,-1,4,7,8,6.8
4004332,7.6,7.5,-1,-1,-1,6,6,4,7.6
4004333,7,7.25,-1,-1,-1,5,7,2,7.4
4004334,7.6,6.75,-1,-1,-1,9,3,9,8.2
4004335,8.2,6.5,-1,-1,-1,3,9,8,6
4004336,8.6,6.25,-1,-1,-1,5,8,5,7.2
4004337,8.2,7,-1,-1,-1,6,7,6,9
4004338,6.8,7,-1,-1,-1,6,5,4,7.8
4004339,8.2,6.5,-1,-1,-1,5,7,5,8.6
4004340,7.6,7,-1,-1,-1,8,6,8,6.2
4004341,8.8,6.25,-1,-1,-1,8,9,8,5.6
4004342,8.8,5,-1,-1,-1,7,8,8,8.2
4004343,8.2,7,-1,-1,-1,6,7,8,5.8
4004344,7.4,6,-1,-1,-1,7,4,7,5
4004345,6.8,4.75,-1,-1,-1,5,6,6,7.8
4004346,7.6,6,-1,-1,-1,5,7,5,7.2
4004347,8.2,7.75,-1,-1,-1,7,8,6,8.8
4004348,6.8,6,-1,-1,-1,5,8,6,6.4
4004349,8.2,4,-1,-1,-1,4,3,4,5.8
4004350,6.4,7.25,-1,-1,-1,6,4,7,3.4
4004351,6,5,-1,-1,-1,6,6,6,3.6
4004352,7,6,-1,-1,-1,5,6,4,6.8
4004353,7.2,7.25,-1,-1,-1,6,6,8,5.6
4004354,7.6,6.75,-1,-1,-1,8,7,8,7.8
4004355,8.2,6.75,-1,-1,-1,5,8,6,8.8
4004356,7.4,5.5,-1,-1,-1,5,4,7,6
4004357,3.8,5,-1,-1,-1,4,4,5,2.8
4004358,8.8,5,-1,-1,-1,5,8,4,7.6
4004359,7.2,5,-1,-1,-1,3,6,4,6.6
4004360,6.6,5,-1,-1,-1,6,6,7,5.8
4004361,8,4.75,-1,-1,-1,6,7,6,4.4
4004362,7.2,5.25,-1,-1,-1,6,7,7,3.8
4004363,7.8,6,-1,-1,-1,6,8,7,9
4004364,8.8,7.5,-1,-1,-1,5,8,4,9.8
4004365,8,7.75,-1,-1,-1,7,8,8,7.8
4004366,7.6,7.75,-1,-1,-1,7,8,7,6
4004367,6.2,6.5,-1,-1,-1,4,4,5,6
4004368,7.8,5,-1,-1,-1,5,6,8,7
4004369,7.4,6.25,-1,-1,-1,5,4,7,6.4
4004370,6,5.75,4.75,6,6.5,-1,-1,-1,6.6
4004371,7.8,6.75,-1,-1,-1,6,6,4,5
4004372,7.6,5.25,-1,-1,-1,6,8,7,5
4004373,7.2,8,6.5,5,8,-1,-1,-1,9.4
4004374,6.4,7,9.25,7.25,9,-1,-1,-1,3.4
4004375,8,6,-1,-1,-1,8,5,9,9.2
4004376,7.2,6,-1,-1,-1,7,8,8,4.2
4004377,5.8,5.5,-1,-1,-1,6,5,6,5.2
4004378,4.2,6.25,6,6,7.75,-1,-1,-1,4.2
4004379,8.4,7.5,9,8,9.75,-1,-1,-1,7.4
4004380,6.8,4.5,-1,-1,-1,7,4,5,7.6
4004381,7.8,5,-1,-1,-1,6,5,6,8
4004382,8,8,6.25,5,8,-1,-1,-1,9.6
4004383,7.4,6.75,4.75,6,7,-1,-1,-1,5.8
4004384,8.6,7.5,-1,-1,-1,7,9,9,9.6
4004385,8,4.5,-1,-1,-1,6,8,9,6
4004386,7.8,8.75,5.75,7.5,9.5,-1,-1,-1,7
4004387,7.2,5.75,6.5,6.25,8.5,-1,-1,-1,8.2
4004388,7,6.75,5.25,6.75,9.5,-1,-1,-1,8.2
4004389,6.6,4.25,-1,-1,-1,6,7,4,7.8
4004390,5.8,6.5,7.75,5.5,9,-1,-1,-1,6.6
4004391,5.8,7.75,8.75,9,8.75,-1,-1,-1,6
4004392,7.6,7,-1,-1,-1,7,6,6,7.8
4004393,7.4,6,-1,-1,-1,6,6,6,5.6
4004394,4.2,4.75,4.75,5.5,8.25,-1,-1,-1,2.8
4004395,6.2,8.25,3.5,6.75,6,-1,-1,-1,3.2
4004396,5.6,4.5,-1,-1,-1,6,5,5,2.8
4004397,4.6,6,4.5,4.75,7,-1,-1,-1,3.8
4004398,7.6,7.75,-1,-1,-1,6,6,4,8.4
4004399,1.8,2.5,4,4.75,7.5,-1,-1,-1,2.6
4004400,6,6.25,4.75,5.5,7.5,-1,-1,-1,8.4
4004401,7.8,5.75,-1,-1,-1,8,5,8,6.6
4004402,2.2,4.5,3.75,4.5,7.25,-1,-1,-1,4.4
4004403,7.6,7.75,4,6.75,7,-1,-1,-1,5
4004404,4.8,8.5,5.75,7.25,10,-1,-1,-1,4.6
4004405,8.6,6,-1,-1,-1,6,9,8,7.4
4004406,4.8,6.25,4,5.5,9,-1,-1,-1,5
4004407,7.2,5.5,4.25,5.25,9.25,-1,-1,-1,6.8
4004408,8.6,5.5,-1,-1,-1,6,6,7,6.8
4004409,7.6,8.25,4.75,5,8.75,-1,-1,-1,6.4
4004410,6.6,6.5,5,5.5,7.25,-1,-1,-1,7.4
4004411,5.8,6.75,7.75,7.25,8.75,-1,-1,-1,2.2
4004412,6,6.25,5.25,4.75,7.5,-1,-1,-1,6.6
4004413,7.2,5.75,6.75,7,9.5,-1,-1,-1,4.6
4004414,6,5.5,5,4.25,7.25,-1,-1,-1,4
4004415,6,7.25,3.75,5,7.5,-1,-1,-1,5.2
4004416,8.2,9,5.25,5.75,9.25,-1,-1,-1,7
4004417,6.8,7.5,5.25,5,8,-1,-1,-1,8.8
4004418,4.6,5.75,-1,-1,-1,6,5,5,9
4004419,6.8,6.5,7.75,6.5,8.75,-1,-1,-1,4.6
4004420,4.8,5.5,5.25,6.75,7.75,-1,-1,-1,3
4004421,6.4,5.25,-1,-1,-1,6,6,5,9.4
4004422,8.8,5.25,-1,-1,-1,6,9,8,8.4
4004423,8,7.75,-1,-1,-1,6,5,4,6
4004424,5,5.75,5,4.75,4.5,-1,-1,-1,3.4
4004425,3.8,7.25,5.5,5.25,8,-1,-1,-1,3.4
4004426,3.8,7,4.75,5.5,8.25,-1,-1,-1,3.6
4004427,8.6,6,-1,-1,-1,6,6,4,8.2
4004428,6.6,7,6.75,7.5,8.25,-1,-1,-1,2.6
4004429,7.4,6.25,7.25,7.25,9.75,-1,-1,-1,6.6
4004430,6.6,6,-1,-1,-1,6,8,8,4.6
4004431,6.8,6,-1,-1,-1,6,6,6,5
4004432,6,6,5.75,6.5,9,-1,-1,-1,3.4
4004433,7.6,6.5,-1,-1,-1,7,6,8,3.4
4004434,4.8,6.75,5.5,4.75,7.5,-1,-1,-1,5.6
4004435,4.4,5.25,6.25,6,7.75,-1,-1,-1,3.4
4004436,6.8,5.5,-1,-1,-1,4,7,6,4.8
4004437,5.8,5.75,5,6,9.25,-1,-1,-1,6.6
4004438,6.6,6.25,-1,-1,-1,5,4,7,5.2
4004439,6.8,6,6.5,6,9,-1,-1,-1,7
4004440,7.8,8,-1,-1,-1,8,5,8,7.6
4004441,7,5,-1,-1,-1,6,6,4,5.8
4004442,7,6.5,8,7,8.25,-1,-1,-1,3.4
4004443,6.6,5.5,5.5,4.25,8,-1,-1,-1,4.4
4004444,6.8,5.75,-1,-1,-1,6,4,6,4.4
4004445,6.8,5,-1,-1,-1,6,7,8,5.6
4004446,7.2,6,-1,-1,-1,6,5,7,3.2
4004447,7.8,5,-1,-1,-1,4,8,6,8
4004448,5.8,6.75,7,8,8.75,-1,-1,-1,5.6
4004449,8,7.5,8.25,8.25,9.75,-1,-1,-1,9
4004450,9.2,6.25,-1,-1,-1,5,8,8,7
4004451,6.2,8,7.75,6.75,8.75,-1,-1,-1,5.2
4004452,7,4.5,5.75,5,8,-1,-1,-1,8.4
4004453,7.2,6.25,-1,-1,-1,7,5,8,6.2
4004454,5.4,5.5,4.5,5.5,8.25,-1,-1,-1,3.6
4004455,3.8,6.25,4,5.5,7.5,-1,-1,-1,2.8
4004456,7.8,7.25,-1,-1,-1,6,6,8,-1
4004457,6,5.75,-1,-1,-1,6,5,3,6
4004458,5.4,7.5,5.75,5.75,7.5,-1,-1,-1,5.6
4004459,4.4,5,4.5,4.25,7,-1,-1,-1,4
4004460,3.2,4.5,2.5,3.5,5.5,-1,-1,-1,3.2
4004461,8.2,8,6.5,6.25,8.25,-1,-1,-1,8.4
4004462,6.6,6,-1,-1,-1,8,6,6,6.2
4004463,5.6,4.5,-1,-1,-1,4,5,3,6.8
4004464,8.4,5.75,-1,-1,-1,6,9,6,8.6
4004465,5.8,6.5,3.75,4.75,5.25,-1,-1,-1,2.6
4004466,5.2,6,6.25,2.5,6.5,-1,-1,-1,4
4004467,4.8,4.5,2.25,5.25,7.25,-1,-1,-1,3.6
4004468,4.4,5.75,4.25,5,7,-1,-1,-1,3.2
4004469,7.4,7,-1,-1,-1,5,7,7,5
4004470,6.6,6.5,4.75,5.75,7.5,-1,-1,-1,6
4004471,6.8,6.25,4.75,5.5,7.75,-1,-1,-1,5
4004472,8.2,7.5,-1,-1,-1,8,8,7,9.4
4004473,7,5.75,-1,-1,-1,5,6,6,5.2
4004474,5.4,7,-1,-1,-1,7,2,8,6.8
4004475,7.6,5.25,-1,-1,-1,8,3,8,3.8
4004476,2.6,4.5,4,3.25,7.25,-1,-1,-1,4
4004477,7,4.5,-1,-1,-1,4,6,5,6.8
4004478,4.6,5,5,4,6.5,-1,-1,-1,4.2
4004479,7.2,7.5,6.75,7.5,8.75,-1,-1,-1,8
4004480,7.2,8.25,5.25,6.25,7.75,-1,-1,-1,7.2
4004481,4.6,8.75,5.75,5.5,7.5,-1,-1,-1,6.4
4004482,8,6.75,-1,-1,-1,6,8,8,6.4
4004483,-1,-1,-1,-1,-1,-1,-1,-1,-1
4004484,7.6,6.5,-1,-1,-1,5,7,8,5.8
4004485,8.4,8,-1,-1,-1,6,8,8,8.2
4004486,7.4,7.25,4.5,6.75,8,-1,-1,-1,9
4004487,7.2,8.75,5.5,6.75,7.5,-1,-1,-1,8.4
4004488,8.6,8.25,9.5,7,9.25,-1,-1,-1,5.8
4004489,4.4,5.25,5,5.5,6.25,-1,-1,-1,5
4004490,3.8,9,6,6.5,8.25,-1,-1,-1,8.6
4004491,7.2,7,-1,-1,-1,4,6,7,5.8
4004492,7.6,8.25,5.75,6.25,8,-1,-1,-1,7.2
4004493,7.2,7,4.5,5.5,7.75,-1,-1,-1,7.6
4004494,7.6,7.25,7.75,6.5,9.75,-1,-1,-1,9.2
4004495,4.4,5.25,5.75,4.75,6.5,-1,-1,-1,2.2
4004496,5.8,5.5,6,5.75,8.25,-1,-1,-1,4.4
4004497,6.2,4.75,5.75,6.25,6,-1,-1,-1,3
4004498,8.2,4.75,-1,-1,-1,5,8,8,4.8
4004499,6.8,6,5.25,6.5,8,-1,-1,-1,6.4
4004500,5.4,3.5,3.75,5,5.75,-1,-1,-1,2.6
4004501,7,5.25,6.5,4.75,7.25,-1,-1,-1,7.8
4004502,8.2,6.25,-1,-1,-1,7,6,8,7.6
4004503,7.8,7,6.75,5.75,8,-1,-1,-1,8.4
4004504,8,7,-1,-1,-1,6,6,8,7.2
4004505,6.2,2.75,-1,-1,-1,6,3,4,3.4
4004506,4.4,4.5,-1,-1,-1,5,6,5,4.4
4004507,4,7.25,5.5,5,8.25,-1,-1,-1,5.8
4004508,6,5,-1,-1,-1,4,5,4,3.2
4004509,5,7,6,6,8.25,-1,-1,-1,5.6
4004510,6.6,6.75,6,5.75,7.5,-1,-1,-1,3.6
4004511,7.8,6.75,-1,-1,-1,6,7,5,7
4004512,3.4,6,4.5,5.5,7,-1,-1,-1,3.6
4004513,7.8,6.25,-1,-1,-1,5,5,4,7
4004514,7.6,6.75,-1,-1,-1,6,7,8,6.8
4004515,6.8,5.75,-1,-1,-1,5,8,8,6
4004516,7.2,7.75,7.75,8.5,9.5,-1,-1,-1,5
4004517,5,7.5,4,5,7.75,-1,-1,-1,5.8
4004518,6.4,4.5,5,4,7,-1,-1,-1,4
4004519,5.6,5.25,5,4.75,7.75,-1,-1,-1,3.4
4004520,6.4,6.25,4.75,6.25,7.5,-1,-1,-1,5.2
4004521,3.8,5.5,5,6.5,8.25,-1,-1,-1,2
4004522,1.6,3.25,3,3.5,5,-1,-1,-1,2.4
4004523,4.8,7.75,5.5,7,7.75,-1,-1,-1,4
4004524,7.4,3.75,3.5,5.75,8.75,-1,-1,-1,6.6
4004525,6.4,8.25,4,4.25,7.25,-1,-1,-1,5.2
4004526,6.8,8.25,4.5,3.75,9.5,-1,-1,-1,5.6
4004527,6.6,6,4.75,6.25,8.25,-1,-1,-1,2.4
4004528,6.8,8.25,7.25,5.75,9.75,-1,-1,-1,7.2
4004529,4.6,7.25,4.75,5.25,6,-1,-1,-1,3.2
4004530,7.8,6,4.5,5,7.25,-1,-1,-1,7.8
4004531,5.6,6.25,5.25,5.25,7.5,-1,-1,-1,5.2
4004532,6.6,8,7.25,7.25,7.75,-1,-1,-1,7.4
4004533,8.2,9,5,5,8,-1,-1,-1,8.4
4004534,5.4,7,7.75,7,8.75,-1,-1,-1,6.4
4004535,5,4.25,3.25,3.75,5.75,-1,-1,-1,3.2
4004536,6,5,3.5,4.5,6.25,-1,-1,-1,4
4004537,6.2,5.75,6,6.25,8.75,-1,-1,-1,7.8
4004538,3.2,3.75,3.25,5,6,-1,-1,-1,3.4
4004539,8.4,8.5,4.25,3.75,8,-1,-1,-1,8.2
4004540,3.8,5,6,5.5,8.5,-1,-1,-1,7.6
4004541,4.2,4.25,4.75,5.25,6.25,-1,-1,-1,3.6
4004542,5.8,5,3.75,3.5,7.5,-1,-1,-1,5
4004543,5.8,4.75,5.25,5,7.5,-1,-1,-1,6.2
4004544,6.8,6.5,7.5,7.75,9.25,-1,-1,-1,8.6
4004545,7.8,9,5,6.25,9.25,-1,-1,-1,8.8
4004546,5.2,6.25,4,6,7.5,-1,-1,-1,3.8
4004547,3.8,6,5.25,6.5,6.25,-1,-1,-1,2.8
4004548,7.4,4.75,5.75,5,7.75,-1,-1,-1,5.4
4004549,5.2,7.5,2.75,6.25,7.5,-1,-1,-1,4
4004550,4,5,4.25,5.5,6.5,-1,-1,-1,3.8
4004551,5.8,6,2.25,4.5,8,-1,-1,-1,2.8
4004552,5.2,5,5.5,3,5.5,-1,-1,-1,4.6
4004553,4.8,7.25,8,8.25,8.5,-1,-1,-1,4
4004554,5.8,5.5,8.5,6.75,7.5,-1,-1,-1,4.2
4004555,7.6,6.25,5.25,5,6.5,-1,-1,-1,7
4004556,6,6.25,4.75,6.5,8,-1,-1,-1,4
4004557,4.8,7,5.75,6.5,8.75,-1,-1,-1,2.6
4004558,3.2,6,4,4.5,6,-1,-1,-1,4.2
4004559,3,3.25,2.5,3.75,5.25,-1,-1,-1,4
4004560,8.4,7.75,7.25,7.5,10,-1,-1,-1,6.2
4004561,6,7.25,5.5,6.25,8.5,-1,-1,-1,6.4
4004562,8.4,9.25,4.75,6.75,8.5,-1,-1,-1,8.2
4004563,4.8,6,5.5,2.5,7.25,-1,-1,-1,2.8
4004564,5.8,6.75,4,3.5,8,-1,-1,-1,5.6
4004565,3.4,6.25,5.5,6.25,8.25,-1,-1,-1,5.2
4004566,3.4,5.75,4.75,4.5,7.5,-1,-1,-1,2.8
4004567,7.8,8,6.75,7,9,-1,-1,-1,9.4
4004568,5.2,6.5,3.25,4.5,8,-1,-1,-1,2.4
4004569,6.2,6.75,4,5.25,8.25,-1,-1,-1,4.2
4004570,6.4,5,4.25,4.75,5.75,-1,-1,-1,3.6
4004571,4.6,4.5,3.25,5.5,7.5,-1,-1,-1,3
4004572,4.6,5.75,4.5,4,7,-1,-1,-1,3.6
4004573,6.2,8.25,8.25,6.5,9.75,-1,-1,-1,5.6
4004574,5,6,5,5.25,8.75,-1,-1,-1,5.6
4004575,4.2,3,4.25,4.5,7.5,-1,-1,-1,5.2
4004576,6.4,5.5,3.75,4.5,6.25,-1,-1,-1,3
4004577,7.2,6,5.25,6.25,9.25,-1,-1,-1,6
4004578,7,6.25,4.5,5.25,7,-1,-1,-1,4.4
4004579,5.2,8.75,7.5,6.25,7.25,-1,-1,-1,8
4004580,7.8,6,6,6.25,8.25,-1,-1,-1,5.6
4004581,3.6,4.5,3.25,4,5,-1,-1,-1,3.6
4004582,-1,8.75,9.5,8.5,-1,-1,-1,-1,-1
4004583,2,2.75,4.75,5,-1,-1,-1,-1,-1
4004584,2.4,5,6.25,7.5,-1,-1,-1,-1,-1
4004585,6.8,3.25,5.25,5.75,-1,-1,-1,-1,-1
4004586,3.6,5,2.75,2.25,-1,-1,-1,-1,-1
4004587,4.2,4.5,4.5,4.5,-1,-1,-1,-1,-1
